pickup_year,pickup_month,pickup_day,pickup_time,trip_distance,pickup_location,dropoff_location,fare_amount,extra,mta_tax,tolls_amount,improvement_surcharge,tip_amount,total_amount,payment_type,dropped_airport
2016.0,1.0,1.0,0.0,1.56,40.75115204,1.0,40.7670517,2.0,7.5,0.5,0.0,0.5,0.0,-73.93002319,0
2016.0,9.0,4.0,0.0,1.53,82.0,160.0,6.5,0.5,0.5,0.0,0.3,0.0,7.8,2.0,0
2016.0,11.0,1.0,0.0,2.5,164.0,231.0,11.0,0.5,0.5,0.0,0.3,2.45,14.75,1.0,0
2016.0,1.0,29.0,0.0,1.2,40.74574661,1.0,40.76155853,1.0,9.5,0.5,2.05,0.0,0.0,-73.97261047,0
2016.0,1.0,1.0,0.0,0.9,40.76404953,1.0,40.76241302,2.0,6.5,0.5,0.0,0.5,0.0,-73.96797943,0
2016.0,2.0,1.0,0.0,3.91,40.7849617,1.0,40.75405884,1.0,13.0,0.5,2.86,0.5,0.0,-73.99263763,0
2016.0,11.0,1.0,0.0,0.7,107.0,164.0,5.0,0.5,0.5,0.0,0.3,1.0,7.3,1.0,0
2016.0,1.0,29.0,0.0,1.77,40.75093842,1.0,40.75608063,1.0,15.0,0.5,3.16,0.0,0.0,-73.97059631,0
2016.0,1.0,1.0,0.0,0.9,40.75831604,1.0,40.76686096,2.0,8.5,0.5,0.0,0.5,0.0,-73.98344421,0
2016.0,7.0,10.0,0.0,2.6,261.0,79.0,12.0,0.0,0.5,0.0,0.3,0.0,12.8,2.0,0
2016.0,9.0,4.0,0.0,1.56,80.0,36.0,8.0,0.5,0.5,0.0,0.3,0.0,9.3,2.0,0
2016.0,2.0,1.0,0.0,0.69,40.71099854,1.0,40.71886063,2.0,4.5,0.5,0.0,0.5,0.0,-73.95665741,0
2016.0,1.0,1.0,0.0,0.9,40.73963928,1.0,40.74522018,2.0,6.0,0.5,0.0,0.5,0.0,-74.00219727,0
2016.0,7.0,10.0,0.0,0.0,193.0,7.0,2.5,0.0,0.5,0.0,0.3,0.0,3.3,1.0,0
2016.0,1.0,1.0,0.0,1.49,40.71966934,1.0,40.73180008,1.0,10.0,0.5,2.26,0.5,0.0,-73.98390961,0
2016.0,11.0,1.0,0.0,3.41,114.0,230.0,16.5,0.5,0.5,0.0,0.3,3.56,21.36,1.0,0
2016.0,1.0,1.0,0.0,0.7,40.63657379,1.0,40.63483429,2.0,11.0,0.5,0.0,0.5,0.0,-73.89250183,0
2016.0,2.0,1.0,0.0,18.66,40.64659119,2.0,40.72986984,1.0,52.0,0.5,10.56,0.0,0.0,-74.00406647,0
2016.0,7.0,10.0,0.0,2.0,114.0,90.0,8.0,0.0,0.5,0.0,0.3,2.0,10.8,1.0,0
2016.0,7.0,10.0,0.0,2.5,164.0,45.0,11.5,0.0,0.5,0.0,0.3,0.0,12.3,2.0,0
2016.0,11.0,15.0,0.0,0.79,161.0,237.0,-6.0,-0.5,-0.5,0.0,-0.3,0.0,-7.3,4.0,0
2016.0,7.0,17.0,0.0,1.5,90.0,164.0,8.0,0.5,0.5,0.0,0.3,0.14,9.44,1.0,0
2016.0,1.0,1.0,0.0,1.7,40.77469635,1.0,40.79670715,1.0,7.0,0.5,1.65,0.5,0.0,-73.97093964,0
2016.0,7.0,10.0,0.0,2.08,137.0,140.0,8.0,0.0,0.5,0.0,0.3,2.2,11.0,1.0,0
2016.0,11.0,1.0,0.0,1.14,239.0,151.0,5.0,0.5,0.5,0.0,0.3,0.0,6.3,2.0,0
2016.0,11.0,1.0,0.0,0.97,234.0,90.0,7.0,0.5,0.5,0.0,0.3,0.0,8.3,2.0,0
2016.0,9.0,4.0,0.0,2.4,79.0,246.0,11.5,0.5,0.5,0.0,0.3,2.55,15.35,1.0,0
2016.0,2.0,1.0,0.0,1.56,40.7646904,1.0,40.76499176,1.0,6.5,0.5,1.5,0.5,0.0,-73.98249054,0
2016.0,7.0,10.0,0.0,2.3,158.0,230.0,10.0,0.0,0.5,0.0,0.3,2.15,12.95,1.0,0
2016.0,7.0,10.0,0.0,1.21,233.0,140.0,6.5,0.0,0.5,0.0,0.3,0.0,7.3,1.0,0
2016.0,7.0,10.0,0.0,12.4,132.0,171.0,36.5,0.0,0.5,0.0,0.3,0.0,37.3,2.0,0
2016.0,11.0,1.0,0.0,1.02,263.0,75.0,5.5,0.5,0.5,0.0,0.3,1.36,8.16,1.0,0
2016.0,9.0,4.0,0.0,5.83,79.0,239.0,20.5,0.5,0.5,0.0,0.3,0.0,21.8,2.0,0
2016.0,1.0,1.0,0.0,1.8,40.75979996,1.0,40.74298859,1.0,9.5,0.5,2.0,0.5,0.0,-73.98935699,0
2016.0,2.0,1.0,0.0,0.66,40.73326111,1.0,40.73119354,2.0,4.5,0.5,0.0,0.5,0.0,-74.00133514,0
2016.0,1.0,1.0,0.0,1.3,40.75932312,1.0,40.75030136,2.0,7.5,0.5,0.0,0.5,0.0,-73.99487305,0
2016.0,2.0,1.0,0.0,8.11,40.73500061,1.0,40.81040955,1.0,25.0,0.5,5.26,0.5,0.0,-73.94193268,0
2016.0,9.0,4.0,0.0,3.02,107.0,50.0,11.5,0.5,0.5,0.0,0.3,0.0,12.8,2.0,0
2016.0,1.0,1.0,0.0,7.85,40.74325562,1.0,40.76462936,1.0,22.5,0.5,5.87,0.5,5.54,-73.91187286,0
2016.0,11.0,15.0,0.0,0.57,161.0,48.0,4.0,0.5,0.5,0.0,0.3,1.59,6.89,1.0,0
2016.0,2.0,1.0,0.0,8.1,40.75923157,1.0,40.85145187,1.0,28.5,0.5,5.0,0.5,0.0,-73.94001007,0
2016.0,7.0,10.0,0.0,0.9,114.0,249.0,6.0,0.0,0.5,0.0,0.3,0.0,6.8,2.0,0
2016.0,9.0,4.0,0.0,7.24,249.0,41.0,25.0,0.5,0.5,0.0,0.3,5.26,31.56,1.0,0
2016.0,2.0,1.0,0.0,2.18,40.75267029,1.0,40.75349426,2.0,15.5,0.5,0.0,0.5,0.0,-73.99421692,0
2016.0,9.0,4.0,0.0,1.68,226.0,83.0,8.0,0.5,0.5,0.0,0.3,0.0,9.3,2.0,0
2016.0,2.0,1.0,0.0,1.8,40.74407959,1.0,40.76584244,2.0,7.0,0.5,0.0,0.5,0.0,-73.99464417,0
2016.0,11.0,1.0,0.0,1.82,234.0,148.0,11.0,0.5,0.5,0.0,0.3,0.0,12.3,2.0,0
2016.0,1.0,29.0,0.0,0.51,40.74981308,1.0,40.7560997,1.0,7.5,0.5,0.0,0.0,0.0,-73.97008514,0
2016.0,7.0,17.0,0.0,2.85,231.0,100.0,9.5,0.5,0.5,0.0,0.3,2.0,12.8,1.0,0
2016.0,7.0,17.0,0.0,1.2,238.0,41.0,6.5,0.5,0.5,0.0,0.3,0.0,7.8,1.0,0
2016.0,2.0,1.0,0.0,10.7,40.77396011,1.0,40.71646118,1.0,30.5,0.5,6.36,0.5,0.0,-74.01435852,0
2016.0,7.0,17.0,0.0,1.13,114.0,107.0,6.0,0.5,0.5,0.0,0.3,0.73,8.03,1.0,0
2016.0,2.0,1.0,0.0,2.01,40.7062912,1.0,40.73075867,1.0,9.0,0.5,2.06,0.5,0.0,-73.98882294,0
2016.0,2.0,1.0,0.0,3.6,40.71747208,1.0,40.75882721,1.0,13.0,0.5,1.0,0.5,0.0,-73.98854828,0
2016.0,2.0,1.0,0.0,4.63,40.73231125,1.0,40.7714119,1.0,16.0,0.5,0.0,0.5,0.0,-73.95070648,0
2016.0,7.0,10.0,0.0,0.9,48.0,161.0,6.5,0.0,0.5,0.0,0.3,0.0,7.3,2.0,0
2016.0,1.0,29.0,0.0,2.01,40.79672623,1.0,40.77848053,1.0,10.5,0.5,1.11,0.0,0.0,-73.95339966,0
2016.0,9.0,4.0,0.0,0.9,148.0,144.0,6.5,0.5,0.5,0.0,0.3,1.55,9.35,1.0,0
2016.0,11.0,1.0,0.0,11.26,261.0,244.0,34.0,0.5,0.5,0.0,0.3,0.0,35.3,2.0,0
2016.0,7.0,17.0,0.0,3.3,43.0,41.0,11.0,0.5,0.5,0.0,0.3,2.46,14.76,1.0,0
2016.0,1.0,1.0,0.0,4.59,40.7845192,1.0,40.73197174,2.0,19.0,0.5,0.0,0.5,0.0,-73.9881897,0
2016.0,11.0,15.0,0.0,3.81,161.0,145.0,14.0,0.5,0.5,0.0,0.3,3.06,18.36,1.0,0
2016.0,11.0,15.0,0.0,2.5,100.0,107.0,10.0,0.5,0.5,0.0,0.3,2.25,13.55,1.0,0
2016.0,9.0,4.0,0.0,1.0,158.0,234.0,6.5,0.5,0.5,0.0,0.3,0.0,7.8,2.0,0
2016.0,2.0,1.0,0.0,8.61,40.77398682,1.0,40.77669144,2.0,26.5,0.5,0.0,0.5,5.54,-73.95557404,0
2016.0,7.0,10.0,0.0,2.79,141.0,100.0,12.0,0.0,0.5,0.0,0.3,0.0,12.8,2.0,0
2016.0,7.0,10.0,0.0,1.23,226.0,7.0,6.5,0.0,0.5,0.0,0.3,2.19,9.49,1.0,0
2016.0,9.0,4.0,0.0,6.9,48.0,87.0,23.0,0.5,0.5,0.0,0.3,4.86,29.16,1.0,0
2016.0,2.0,1.0,0.0,10.43,40.77000809,1.0,40.70248795,1.0,30.0,0.5,5.0,0.5,0.0,-73.98284149,0
2016.0,1.0,29.0,0.0,0.34,40.77048874,1.0,40.76816177,2.0,3.5,0.5,0.0,0.0,0.0,-73.96286011,0
2016.0,7.0,10.0,0.0,2.21,161.0,43.0,9.0,0.0,0.5,0.0,0.3,1.96,11.76,1.0,0
2016.0,7.0,17.0,0.0,2.3,170.0,158.0,11.0,0.5,0.5,0.0,0.3,0.0,12.3,2.0,0
2016.0,9.0,4.0,0.0,0.5,68.0,48.0,4.5,0.5,0.5,0.0,0.3,1.15,6.95,1.0,0
2016.0,11.0,1.0,0.0,0.68,140.0,237.0,6.5,1.0,0.5,0.0,0.3,1.24,9.54,1.0,0
2016.0,9.0,4.0,0.0,0.85,211.0,114.0,5.0,0.5,0.5,0.0,0.3,0.0,6.3,2.0,0
2016.0,7.0,10.0,0.0,1.3,79.0,234.0,8.0,0.0,0.5,0.0,0.3,1.75,10.55,1.0,0
2016.0,11.0,1.0,0.0,1.58,79.0,170.0,7.5,0.5,0.5,0.0,0.3,0.0,8.8,2.0,0
2016.0,7.0,10.0,0.0,1.9,151.0,142.0,7.5,0.0,0.5,0.0,0.3,0.0,8.3,1.0,0
2016.0,1.0,29.0,0.0,0.6,40.75483322,1.0,40.75853348,1.0,5.5,0.5,1.25,0.0,0.0,-73.9769516,0
2016.0,11.0,1.0,0.0,1.65,79.0,45.0,9.5,0.5,0.5,0.0,0.3,1.0,11.8,1.0,0
2016.0,7.0,10.0,0.0,0.87,261.0,87.0,6.0,0.0,0.5,0.0,0.3,1.0,7.8,1.0,0
2016.0,9.0,4.0,0.0,6.2,48.0,129.0,21.0,0.5,0.5,0.0,0.3,2.5,24.8,1.0,0
2016.0,2.0,1.0,0.0,18.53,40.64148331,2.0,40.73815918,2.0,52.0,0.5,0.0,0.0,5.54,-73.99610901,0
2016.0,1.0,1.0,0.0,0.44,40.7720108,1.0,40.76977158,1.0,4.0,0.5,1.06,0.5,0.0,-73.99504089,0
2016.0,1.0,1.0,0.0,4.75,40.71899033,1.0,40.65733337,2.0,16.5,0.5,0.0,0.0,0.0,-73.96224213,0
2016.0,1.0,1.0,0.0,0.01,40.72153854,1.0,40.72169876,2.0,2.5,0.5,0.0,0.5,0.0,-73.98896027,0
2016.0,1.0,1.0,0.0,4.9,40.74716568,1.0,40.71749115,1.0,19.0,0.5,1.7,0.5,0.0,-73.95803833,0
2016.0,2.0,1.0,0.0,2.35,40.76156998,1.0,40.77524948,1.0,8.5,0.5,1.96,0.5,0.0,-73.95968628,0
2016.0,11.0,1.0,0.0,0.4,162.0,164.0,5.5,1.0,0.5,0.0,0.3,0.0,7.3,1.0,0
2016.0,1.0,29.0,0.0,7.33,40.68285751,1.0,40.74979782,1.0,23.5,0.5,6.08,0.0,0.0,-73.97223663,0
2016.0,1.0,29.0,0.0,1.4,40.78488159,1.0,40.76570892,1.0,11.5,0.5,2.0,0.0,0.0,-73.98188782,0
2016.0,11.0,1.0,0.0,2.5,236.0,170.0,9.5,0.5,0.5,0.0,0.3,0.0,10.8,2.0,0
2016.0,7.0,17.0,0.0,10.7,79.0,67.0,34.0,0.5,0.5,0.0,0.3,0.0,35.3,2.0,0
2016.0,7.0,10.0,0.0,2.47,113.0,161.0,10.5,0.0,0.5,0.0,0.3,2.26,13.56,1.0,0
2016.0,11.0,15.0,0.0,4.7,261.0,189.0,17.5,0.5,0.5,0.0,0.3,2.2,21.0,1.0,0
2016.0,7.0,10.0,0.0,1.71,113.0,161.0,7.0,0.0,0.5,0.0,0.3,1.2,9.0,1.0,0
2016.0,2.0,1.0,0.0,6.85,40.7312851,5.0,40.77497864,1.0,40.0,0.5,0.0,0.0,12.5,-74.02028656,0
2016.0,7.0,10.0,0.0,1.06,246.0,68.0,6.0,0.0,0.5,0.0,0.3,0.0,6.8,2.0,0
2016.0,7.0,17.0,0.0,2.1,246.0,230.0,8.5,0.5,0.5,0.0,0.3,1.95,11.75,1.0,0
2016.0,1.0,1.0,0.0,1.3,40.6885643,1.0,40.67192841,1.0,7.5,0.5,1.75,0.5,0.0,-73.96269226,0
2016.0,2.0,1.0,0.0,2.42,40.73808289,1.0,40.70926285,2.0,9.5,0.5,0.0,0.5,0.0,-74.00218964,0
2016.0,1.0,1.0,0.0,1.33,40.75837708,1.0,40.74510574,2.0,7.0,0.5,0.0,0.5,0.0,-73.9764328,0
2016.0,7.0,10.0,0.0,2.3,142.0,236.0,9.5,0.0,0.5,0.0,0.3,2.05,12.35,1.0,0
2016.0,2.0,1.0,0.0,3.56,40.76112366,1.0,40.75491333,2.0,13.0,0.5,0.0,0.5,0.0,-73.91458893,0
2016.0,2.0,19.0,0.0,18.86,40.64863586,2.0,40.72195816,2.0,52.0,0.5,0.0,0.0,5.54,-73.98731232,0
2016.0,1.0,1.0,0.0,1.53,0.0,1.0,0.0,2.0,15.0,0.5,0.0,0.5,0.0,0.0,0
2016.0,11.0,1.0,0.0,7.8,62.0,216.0,24.5,0.5,0.5,0.0,0.3,0.0,25.8,2.0,0
2016.0,1.0,1.0,0.0,10.1,40.76217651,1.0,40.66745377,2.0,33.0,0.5,0.0,0.5,0.0,-73.96108246,0
2016.0,7.0,10.0,0.0,1.62,186.0,246.0,9.0,0.0,0.5,0.0,0.3,0.0,9.8,2.0,0
2016.0,7.0,10.0,0.0,1.93,224.0,186.0,9.5,0.0,0.5,0.0,0.3,0.0,10.3,2.0,0
2016.0,9.0,4.0,0.0,3.83,158.0,65.0,15.5,0.5,0.5,0.0,0.3,0.0,16.8,1.0,0
2016.0,7.0,10.0,0.0,1.1,79.0,232.0,6.5,0.0,0.5,0.0,0.3,0.0,7.3,2.0,0
2016.0,1.0,29.0,0.0,4.48,40.79478073,1.0,40.84856033,1.0,13.5,0.5,2.0,0.0,0.0,-73.9387207,0
2016.0,2.0,1.0,0.0,10.67,40.77397156,1.0,40.75875092,2.0,29.5,0.5,0.0,0.5,5.54,-73.97511292,0
2016.0,1.0,29.0,0.0,2.06,40.79513168,1.0,40.80463028,2.0,9.5,0.5,0.0,0.0,0.0,-73.93946075,0
2016.0,1.0,29.0,0.0,3.49,40.70991135,1.0,40.73992157,1.0,17.0,0.5,1.0,0.0,0.0,-73.99156189,0
2016.0,9.0,4.0,0.0,3.92,234.0,163.0,24.0,0.5,0.5,0.0,0.3,5.06,30.36,1.0,0
2016.0,11.0,15.0,0.0,4.4,186.0,33.0,14.5,0.5,0.5,0.0,0.3,3.15,18.95,1.0,0
2016.0,2.0,1.0,0.0,13.51,40.77420044,1.0,40.66342926,2.0,37.5,0.5,0.0,0.5,0.0,-73.98451996,0
2016.0,2.0,1.0,0.0,2.52,40.72127151,1.0,40.75105667,1.0,10.0,0.5,2.26,0.5,0.0,-73.98452759,0
2016.0,1.0,1.0,0.0,0.13,40.75455856,1.0,40.75611877,2.0,3.0,0.5,0.0,0.5,0.0,-73.99060059,0
2016.0,9.0,4.0,0.0,0.93,162.0,164.0,5.5,0.5,0.5,0.0,0.3,0.0,6.8,2.0,0
2016.0,7.0,10.0,0.0,11.2,138.0,230.0,35.0,0.0,0.5,5.54,0.3,6.0,47.34,1.0,0
2016.0,11.0,1.0,0.0,2.2,100.0,79.0,10.0,0.5,0.5,0.0,0.3,1.0,12.3,1.0,0
2016.0,7.0,10.0,0.0,1.15,162.0,186.0,7.0,0.0,0.5,0.0,0.3,0.0,7.8,2.0,0
2016.0,1.0,1.0,0.0,0.76,40.82948303,1.0,40.83986664,2.0,4.5,0.5,0.0,0.5,0.0,-73.93864441,0
2016.0,1.0,1.0,0.0,8.78,40.72460175,1.0,40.75529099,2.0,27.0,0.5,0.0,0.5,0.0,-73.86997986,0
2016.0,2.0,19.0,0.0,1.15,40.74281311,1.0,40.74114609,1.0,6.0,0.5,1.82,0.5,0.0,-74.00535583,0
2016.0,7.0,10.0,0.0,0.82,249.0,113.0,6.0,0.0,0.5,0.0,0.3,1.36,8.16,1.0,0
2016.0,11.0,1.0,0.0,4.1,68.0,87.0,16.0,0.5,0.5,0.0,0.3,2.1,19.4,1.0,0
2016.0,1.0,1.0,0.0,2.7,40.76023483,1.0,40.7358551,1.0,13.0,0.5,4.25,0.5,0.0,-74.00152588,0
2016.0,9.0,4.0,0.0,2.2,168.0,147.0,11.0,0.5,0.5,0.0,0.3,0.0,12.3,2.0,0
2016.0,7.0,10.0,0.0,1.65,137.0,249.0,8.5,0.0,0.5,0.0,0.3,1.86,11.16,1.0,0
2016.0,1.0,1.0,0.0,0.71,40.7342186,1.0,40.72902679,2.0,5.0,0.5,0.0,0.5,0.0,-73.9992218,0
2016.0,7.0,10.0,0.0,0.62,263.0,236.0,4.0,0.0,0.5,0.0,0.3,0.96,5.76,1.0,0
2016.0,1.0,29.0,0.0,0.78,40.75381088,1.0,40.7470932,2.0,4.5,0.5,0.0,0.0,0.0,-73.98554993,0
2016.0,2.0,1.0,0.0,2.8,40.73480988,1.0,40.76448059,1.0,10.5,0.5,2.36,0.5,0.0,-73.99178314,0
2016.0,9.0,4.0,0.0,1.73,158.0,107.0,8.5,0.5,0.5,0.0,0.3,0.0,9.8,1.0,0
2016.0,2.0,1.0,0.0,8.7,40.64458847,4.0,40.61621094,2.0,29.5,0.5,0.0,0.5,0.0,-73.72240448,0
2016.0,7.0,17.0,0.0,2.86,231.0,256.0,11.0,0.5,0.5,0.0,0.3,0.0,12.3,2.0,0
2016.0,9.0,4.0,0.0,0.7,237.0,141.0,5.0,0.5,0.5,0.0,0.3,1.26,7.56,1.0,0
2016.0,2.0,1.0,0.0,1.65,40.73516846,1.0,40.71683884,1.0,8.0,0.5,2.79,0.5,0.0,-74.00383759,0
2016.0,11.0,1.0,0.0,20.3,170.0,206.0,58.0,0.5,0.5,11.08,0.3,14.05,84.43,1.0,0
2016.0,9.0,4.0,0.0,5.91,238.0,79.0,19.5,0.5,0.5,0.0,0.3,3.0,23.8,1.0,0
2016.0,1.0,29.0,0.0,1.4,40.74432373,1.0,40.76055527,1.0,9.0,0.5,1.0,0.0,0.0,-73.97976685,0
2016.0,2.0,1.0,0.0,11.4,40.77005768,1.0,40.7340889,1.0,33.5,0.5,6.95,0.5,0.0,-74.00439453,0
2016.0,1.0,29.0,0.0,1.1,40.76068878,1.0,40.76766586,2.0,8.0,0.5,0.0,0.0,0.0,-73.98075104,0
2016.0,9.0,4.0,0.0,0.7,107.0,224.0,5.0,0.5,0.5,0.0,0.3,0.0,6.3,2.0,0
2016.0,1.0,1.0,0.0,0.97,40.7439003,1.0,40.74531937,2.0,6.0,0.5,0.0,0.5,0.0,-73.98887634,0
2016.0,2.0,1.0,0.0,4.56,40.74312592,1.0,40.71370316,1.0,17.0,0.5,3.66,0.5,0.0,-73.9516449,0
2016.0,7.0,10.0,0.0,2.28,142.0,170.0,9.5,0.0,0.5,0.0,0.3,0.0,10.3,2.0,0
2016.0,1.0,29.0,0.0,0.32,40.77873993,1.0,40.77465057,1.0,4.0,0.5,0.96,0.0,0.0,-73.96115875,0
2016.0,1.0,1.0,0.0,0.1,40.77317429,1.0,40.77203751,3.0,3.0,0.5,0.0,0.5,0.0,-73.95623016,0
2016.0,2.0,19.0,0.0,3.8,40.72836304,1.0,40.69197845,1.0,15.0,0.5,3.25,0.5,0.0,-73.97166443,0
2016.0,7.0,17.0,0.0,10.0,181.0,56.0,29.5,0.5,0.5,0.0,0.3,0.0,30.8,2.0,0
2016.0,11.0,1.0,0.0,0.5,158.0,249.0,4.5,0.5,0.5,0.0,0.3,1.7,7.5,1.0,0
2016.0,1.0,1.0,0.0,0.35,40.74343872,1.0,40.74606323,1.0,4.0,0.5,1.59,0.5,0.0,-73.99642181,0
2016.0,11.0,1.0,0.0,2.65,79.0,68.0,12.0,0.5,0.5,0.0,0.3,0.0,13.3,2.0,0
2016.0,1.0,1.0,0.0,0.72,40.7207489,1.0,40.72790527,1.0,5.5,0.5,1.36,0.5,0.0,-73.99918365,0
2016.0,7.0,10.0,0.0,0.7,231.0,231.0,5.5,0.0,0.5,0.0,0.3,0.0,6.3,2.0,0
2016.0,2.0,1.0,0.0,2.0,40.74079514,1.0,40.7450676,1.0,10.0,0.5,2.25,0.5,0.0,-73.98087311,0
2016.0,1.0,1.0,0.0,1.89,40.74452972,1.0,40.76285172,1.0,8.5,0.5,1.0,0.5,0.0,-73.96546173,0
2016.0,11.0,15.0,0.0,7.9,163.0,82.0,26.0,0.5,0.5,0.0,0.3,5.45,32.75,1.0,0
2016.0,7.0,10.0,0.0,3.97,75.0,48.0,15.0,0.0,0.5,0.0,0.3,3.16,18.96,1.0,0
2016.0,11.0,15.0,0.0,4.8,230.0,7.0,18.0,0.5,0.5,0.0,0.3,3.85,23.15,1.0,0
2016.0,9.0,4.0,0.0,1.0,230.0,164.0,6.0,0.5,0.5,0.0,0.3,0.0,7.3,2.0,0
2016.0,2.0,1.0,0.0,10.7,40.64638901,1.0,40.72571182,1.0,30.0,0.5,9.39,0.5,0.0,-73.70932007,0
2016.0,2.0,1.0,0.0,1.3,40.76594162,1.0,40.75122833,1.0,6.5,0.5,1.55,0.5,0.0,-73.9916687,0
2016.0,2.0,1.0,0.0,0.9,0.0,1.0,0.0,1.0,5.5,0.5,1.7,0.5,0.0,0.0,0
2016.0,7.0,17.0,0.0,2.4,79.0,65.0,10.5,0.5,0.5,0.0,0.3,2.36,14.16,1.0,0
2016.0,11.0,15.0,0.0,1.05,129.0,173.0,5.5,0.5,0.5,0.0,0.3,0.0,6.8,1.0,0
2016.0,7.0,10.0,0.0,6.33,236.0,148.0,21.0,0.0,0.5,0.0,0.3,4.36,26.16,1.0,0
2016.0,9.0,4.0,0.0,1.2,148.0,209.0,7.0,0.5,0.5,0.0,0.3,1.0,9.3,1.0,0
2016.0,11.0,15.0,0.0,2.9,163.0,145.0,16.5,0.5,0.5,0.0,0.3,0.0,17.8,4.0,0
2016.0,7.0,10.0,0.0,0.76,142.0,43.0,5.0,0.0,0.5,0.0,0.3,0.0,5.8,2.0,0
2016.0,1.0,1.0,0.0,0.94,40.72647858,1.0,40.72204971,2.0,5.0,0.5,0.0,0.5,0.0,-74.00308228,0
2016.0,7.0,17.0,0.0,1.5,144.0,107.0,7.5,0.5,0.5,0.0,0.3,1.76,10.56,1.0,0
2016.0,1.0,29.0,0.0,0.5,40.79436111,1.0,40.79618835,2.0,4.5,0.5,0.0,0.0,0.0,-73.93535614,0
2016.0,7.0,17.0,0.0,4.1,237.0,260.0,13.5,0.5,0.5,0.0,0.3,3.0,17.8,1.0,0
2016.0,9.0,4.0,0.0,0.9,255.0,112.0,5.0,0.5,0.5,0.0,0.3,0.0,6.3,2.0,0
2016.0,1.0,1.0,0.0,0.7,40.74491501,1.0,40.7385025,1.0,5.5,0.5,1.2,0.5,0.0,-73.99201202,0
2016.0,11.0,1.0,0.0,0.4,249.0,249.0,3.5,0.5,0.5,0.0,0.3,0.0,4.8,2.0,0
2016.0,1.0,1.0,0.0,3.2,40.76063919,1.0,40.74345016,1.0,14.5,0.5,3.15,0.5,0.0,-73.97289276,0
2016.0,9.0,4.0,0.0,1.1,114.0,148.0,8.5,0.5,0.5,0.0,0.3,1.95,11.75,1.0,0
2016.0,9.0,4.0,0.0,3.2,238.0,42.0,13.0,0.5,0.5,0.0,0.3,0.0,14.3,1.0,0
2016.0,7.0,10.0,0.0,5.03,13.0,142.0,19.0,0.0,0.5,0.0,0.3,0.0,19.8,2.0,0
2016.0,11.0,1.0,0.0,4.17,79.0,142.0,16.0,0.5,0.5,0.0,0.3,0.0,17.3,1.0,0
2016.0,2.0,1.0,0.0,0.0,0.0,5.0,40.74697876,1.0,60.0,0.5,8.0,0.0,0.0,-73.99668121,0
2016.0,11.0,1.0,0.0,0.79,144.0,148.0,7.0,0.5,0.5,0.0,0.3,1.66,9.96,1.0,0
2016.0,11.0,1.0,0.0,1.76,114.0,68.0,13.0,0.5,0.5,0.0,0.3,2.86,17.16,1.0,0
2016.0,7.0,17.0,0.0,2.5,48.0,249.0,10.5,0.5,0.5,0.0,0.3,2.36,14.16,1.0,0
2016.0,1.0,29.0,0.0,1.8,40.74690247,1.0,40.76579285,1.0,10.5,0.5,2.8,0.0,0.0,-73.98306274,0
2016.0,2.0,1.0,0.0,8.83,40.77017975,1.0,40.79700851,1.0,26.5,0.5,6.67,0.5,5.54,-73.96092987,0
2016.0,7.0,17.0,0.0,4.9,246.0,151.0,17.0,0.5,0.5,0.0,0.3,2.0,20.3,1.0,0
2016.0,1.0,1.0,0.0,0.8,40.74050903,1.0,40.73464584,1.0,4.5,0.5,1.45,0.5,0.0,-73.98852539,0
2016.0,2.0,1.0,0.0,1.13,40.75535965,1.0,40.76749039,2.0,6.0,0.5,0.0,0.5,0.0,-73.98458862,0
2016.0,11.0,1.0,0.0,1.0,211.0,148.0,7.0,0.5,0.5,0.0,0.3,0.0,8.3,1.0,0
2016.0,11.0,1.0,0.0,2.64,239.0,48.0,11.0,0.5,0.5,0.0,0.3,2.46,14.76,1.0,0
2016.0,2.0,1.0,0.0,2.52,40.75454712,1.0,40.74222565,2.0,10.5,0.5,0.0,0.5,0.0,-74.00426483,0
2016.0,11.0,1.0,0.0,8.1,100.0,173.0,30.0,0.5,0.5,0.0,0.3,0.0,31.3,2.0,0
2016.0,11.0,1.0,0.0,3.8,13.0,100.0,14.0,0.5,0.5,0.0,0.3,0.0,15.3,2.0,0
2016.0,1.0,1.0,0.0,13.0,40.75770187,1.0,40.8620491,2.0,36.5,0.5,0.0,0.5,0.0,-73.90930939,0
2016.0,2.0,1.0,0.0,2.52,40.72322083,1.0,40.69565201,1.0,10.5,0.5,2.36,0.5,0.0,-73.9845047,0
2016.0,7.0,10.0,0.0,3.7,230.0,231.0,15.0,0.0,0.5,0.0,0.3,0.0,15.8,2.0,0
2016.0,9.0,4.0,0.0,1.01,79.0,79.0,6.0,0.5,0.5,0.0,0.3,1.46,8.76,1.0,0
2016.0,9.0,4.0,0.0,1.76,239.0,151.0,7.5,0.5,0.5,0.0,0.3,0.0,8.8,2.0,0
2016.0,2.0,19.0,0.0,1.64,40.76440048,1.0,40.77732086,1.0,8.0,0.5,1.86,0.5,0.0,-73.97846222,0
2016.0,9.0,4.0,0.0,1.9,48.0,239.0,7.5,0.5,0.5,0.0,0.3,3.0,11.8,1.0,0
2016.0,11.0,1.0,0.0,1.29,230.0,229.0,7.5,0.5,0.5,0.0,0.3,1.76,10.56,1.0,0
2016.0,9.0,4.0,0.0,0.7,97.0,97.0,5.0,0.5,0.5,0.0,0.3,1.25,7.55,1.0,0
